germplasmName	CROP	CROSS/ENTRY	PLT_SOURCE	SELECTION_HISTORY	SN	Sample BC
f799f747c690	Durum wheat	GRS011-0276	21260402	GRS011-0276 1T-1A-0A-1M-2SEA	2101736	GWP2101736
f7d7cfb7cc83	Durum wheat	GRS011-0125	21140122	GRS011-0125 1T-1A-0A-2M-3M	2100719	GWP2100719
f7fcb4a50ad7	Durum wheat	GRS011-0253	21140336	GRS011-0253-2M-2M	2101031	GWP2101031
f80002c40500	Durum wheat	GRS011-462	21260569	GRS011-462-2M-2SEA	2101839	GWP2101839
f802f74581a1	Durum wheat	GRS011-0253	21260325	GRS011-0253 1T-1A-0A-2M-3SEA	2101636	GWP2101636
f813307570db	Durum wheat	GRS011-083	21140085	GRS011-083 1T-3A-0A-1M-1M	2100681	GWP2100681
f819f13da5aa	Durum wheat	GRS011-0258	21260368	GRS011-0258 1T-1A-0A-2M-2SEA	2101689	GWP2101689
f820baa7fd22	Bread wheat	GRSW170054	21120091	GRSW170054-M0-M0-M2-M1	2100369	GWP2100369
f84b4fa2b874	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M1	2100048	GWP2100048
f86fd6b5e9f1	Bread wheat	GRS011-0276	21140410	GRS011-0276 1T-1A-0A-1M-1M	2101156	GWP2101156
f8876ae54e71	Durum wheat	GRS011-087	21140088	GRS011-087 1T-2A-0A-1M-1M	2100683	GWP2100683
f8bc2ccf1449	Durum wheat	GRS011-0250	21140321	GRS011-0250 1T-1A-0A-1M-1M	2100987	GWP2100987
f8bf3668acab	Durum wheat	GRS011-0255	21140341	GRS011-0255-1M-3M	2101039	GWP2101039
f8c3414e9b87	Durum wheat	GRS011-472	21260579	GRS011-472 1T-1A-0A-1M-2SEA	2101848	GWP2101848
f9077a415f35	Durum wheat	GRS011-0273	21140399	GRS011-0273 1T-3A-0A-2M-3M	2101136	GWP2101136
f922a80cd587	Durum wheat	GRS011-462	21140565	GRS011-462 1T-1A-0A-2M-4M	2101398	GWP2101398
f9322aae24fe	Bread wheat	GRSW170056	21120096	GRSW170056-M0-M0-M1-M5	2100389	GWP2100389
f96faa35174e	Durum wheat	GRS011-099	21140101	GRS011-099 1T-2A-0A-3M-2M	2100697	GWP2100697
f9b06bb2ba2c	Durum wheat	GRS011-315	21140549	GRS011-315 1T-2A-0A-1M-1M	2101335	GWP2101335
f9c4b0e0b77a	Durum wheat	GRS11-498	21140156	GRS011-498 1T-1A-0A-1M-3M	2100767	GWP2100767
fa4a7954b54e	Bread wheat	GRSW170083	21120134	GRSW170083-M0-M0-M3-M4	2100515	GWP2100515
fa6ae11c74aa	Bread wheat	GRSW170057	Repl-26	GRS18-7002-4SB-M1-AN1	2100362	GWP2100362
fa99080bf483	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M6	2100042	GWP2100042
fac96e9cf2f0	Durum wheat	GRS011-0196	21260506	GRS011-0196 1T-1A-0A-1M-2SEA	2101796	GWP2101796
fada299e0ae3	Durum wheat	GRS011-0272	21140546	GRS011-0272 1T-1A-0A-1M-1M	2101325	GWP2101325
fae4cab1fef1	Durum wheat	Louiza	-	-	2101128	GWP2101128
fb6de3182178	Durum wheat	GRS011-0253	21260328	GRS011-0253-2M-1SEA	2101640	GWP2101640
fb74edd3c4ac	Bread wheat	-	Repl-56	GRS011-020 1T-1A-0A-1M-AN1	2100451	GWP2100451
fbf506612f36	Durum wheat	GRS011-0174	21140496	GRS011-0174 1T-1A-0A-1M-1M	2101242	GWP2101242
fc0bf0c4bfc0	Durum wheat	GRS011-0197	21140250	GRS011-0197-1M-2M	2100916	GWP2100916
fc1ce9e5c0c4	Durum wheat	GRS011-0253	21140324	GRS011-0253 1T-1A-0A-1M-1M	2100995	GWP2100995
fc5aeaaecd8d	Bread wheat	-	2113012	1504027-M0-1603016-M0-18070043-M0-20130008-M3-M1	2100548	GWP2100548
fc6f8068f8af	Bread wheat	GRSW170047	21120070	GRSW170047-M0-M0-M1-M2	2100321	GWP2100321
fc9a1a0b9137	Bread wheat	-	2113032	1504023-M0-1603069-M4-18070104-M0-20130018-M2-M2	2100588	GWP2100588
fcb78afaf384	Bread wheat	GRSW170062	21120102	GRSW170062-M0-M0-M1-M2	2100418	GWP2100418
fcdf2d7c7565	Durum wheat	GRS011-0272	21140395	GRS011-0272 1T-2A-0A-2M-2M	2101125	GWP2101125
fce06af3a902	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M6	2100103	GWP2100103
fd068ea38e58	Durum wheat	GRS011-462	21140573	GRS011-462-1M-4M	2101421	GWP2101421
fd290e89c0f9	Bread wheat	GRSW170084	21120136	GRSW170084-M0-M0-M2-M4	2100525	GWP2100525
fd51e5afea0a	Durum wheat	GRS011-0189	21140499	GRS011-0189-1M-3M	2101250	GWP2101250
fd582653cf52	Durum wheat	GRS011-0193	21140235	GRS011-0193-1M-1M	2100882	GWP2100882
fd5b7566ada8	Durum wheat	GRS011-0258	21260367	GRS011-0258 1T-1A-0A-1M-2SEA	2101687	GWP2101687
fd8f2ba4b813	Durum wheat	GRS011-0185	21140211	GRS011-0185 1T-1A-0A-3M-3M	2100819	GWP2100819
fd962663ae4a	Bread wheat	GRSW170040	21120060	GRSW170040-M0-M0-M1-M5	2100295	GWP2100295
fdec2275e1db	Durum wheat	GRS011-0255	21260343	GRS011-0255-3M-2SEA	2101658	GWP2101658
fdfd8549ca00	Durum wheat	GRS011-0272	21140544	GRS011-0272 1T-1A-0A-2M-1M	2101320	GWP2101320
fe13938c70dd	Durum wheat	GRS011-310	21140547	GRS011-310 1T-1A-0A-1M-4M	2101330	GWP2101330
fe56861704b3	Durum wheat	GRS011-016	21140013	GRS011-016-1M-1M	2100625	GWP2100625
fe5d6a45ef0c	Bread wheat	GRS011-0291	21140431	GRS011-0291-1M-1M	2101183	GWP2101183
fe97dd15c0e4	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M10	2100081	GWP2100081
feae3ed74429	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M3	2100411	GWP2100411
feb0c683d149	Bread wheat	Tesfa	-	-	2101488	GWP2101488
fed39e352356	Durum wheat	GRS011-0181	21140197	GRS011-0181-1M-1M	2100798	GWP2100798
ff26e285a0ab	Durum wheat	GRS011-465	21140557	GRS011-465 1T-3A-0A-1M-1M	2101365	GWP2101365
ff4696454969	Durum wheat	GRS011-0262	21140379	GRS011-0262-2M-2M	2101105	GWP2101105
ff88db9a0e7a	Durum wheat	GRS011-0197	21140253	GRS011-0197-1M-1M	2100918	GWP2100918
ff9612854201	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M12	2100070	GWP2100070
ffaf5dbac72e	Durum wheat	GRS011-310	21140548	GRS011-310 1T-1A-0A-2M-1M	2101331	GWP2101331
